claimId,userId,contractId,policyType,firstName,lastName,profession,phone,email,postalAddress,incidentType,incidentDate,incidentTime,incidentLocation,incidentDescription,damages,thirdPartyInvolved,supportingFilesCount,label,indemnity,isCompatible,isDuplicate
340,39,96,santé,Charlotte,Vidal,Chauffeur,02 22 40 07 71,ycarre@example.com,"982, boulevard Renée Launay",incendie,2025-01-29,00:32,Pierrenec,Incendie dans une maison à Boulangerboeuf,Frais médicaux,True,0,suspicieux,0,False,False
341,41,89,automobile,Françoise,Courtois,Enseignant,02 14 42 35 56,jacques79@example.net,"52, boulevard Henriette Léger",vol,2024-12-06,16:18,Saint Odette,Incendie dans une maison à Baudry,Pare-chocs endommagé,True,3,valide,1745,True,False
342,20,32,transport,Guy,Louis,Commerçant,0371348459,dominiquebruneau@example.net,"571, boulevard de Dias",maladie,2024-08-22,08:54,Godard,Vol d’objets à Camus,Murs et sol endommagés,False,1,suspicieux,0,False,False
343,3,87,habitation,Monique,Lagarde,Médecin,+33 2 30 97 56 48,ewagner@example.com,"2, boulevard de Ollivier",accident,2025-01-07,18:39,Saint Marie-la-Forêt,Maladie grave diagnostiquée,Mobilier brûlé,True,1,suspicieux,0,False,False
344,18,97,habitation,Henri,Huet,Médecin,01 72 48 87 91,lribeiro@example.com,"21, rue de Dias",vol,2025-02-09,05:39,Saint Laetitiaboeuf,Inondation à Sainte Valentinedan,Bijoux volés,False,2,valide,3953,True,False
345,30,16,voyage,Aimé,Royer,Commerçant,0632402205,igerard@example.org,"67, boulevard Moreau",dégât des eaux,2025-02-17,12:07,PiresBourg,Maladie grave diagnostiquée,Bijoux volés,False,3,suspicieux,0,False,False
346,40,93,transport,Valérie,Carre,Ingénieur,04 23 92 03 31,ddavid@example.org,"1, rue Guillaume Marques",vol,2024-07-31,05:22,Maréchal,Maladie grave diagnostiquée,Murs et sol endommagés,True,2,valide,4499,True,False
347,40,89,habitation,Anouk,Allard,Ingénieur,03 20 44 73 52,gruiz@example.net,"884, boulevard de Chrétien",maladie,2025-04-29,22:08,Guyotdan,Collision à Bouvetdan,Bijoux volés,True,2,suspicieux,0,False,False
348,16,20,transport,Stéphanie,Labbé,Commerçant,+33 1 46 61 99 39,theophilebaudry@example.com,"72, rue Gautier",maladie,2025-03-10,16:42,GilletVille,Vol d’objets à Dos Santos,Murs et sol endommagés,False,0,suspicieux,0,False,False
349,3,63,automobile,Jean,Da Costa,Chauffeur,03 62 23 27 59,flegendre@example.com,"55, boulevard Augustin Bertrand",vol,2024-09-15,04:11,François,Incident non précisé,Dommages divers,True,2,suspicieux,0,True,False
350,42,79,professionnelle,Pénélope,Dumont,Ingénieur,0357649081,marthemichaud@example.net,"420, rue de Klein",maladie,2024-09-01,03:32,Poulain,Incendie dans une maison à Le Roux-sur-Briand,Pare-chocs endommagé,False,0,suspicieux,0,False,False
351,23,41,santé,Stéphanie,Hubert,Ingénieur,06 34 61 66 17,tanguyalexandrie@example.com,"90, avenue Zoé Guillaume",incendie,2024-07-28,22:27,Maurice,Incendie dans une maison à Daniel,Frais médicaux,False,2,suspicieux,0,False,False
352,48,75,responsabilité civile,Nathalie,Chauveau,Ingénieur,0806391136,denis98@example.com,rue Poirier,incendie,2025-01-16,16:09,Guillondan,Collision à Saint SusanneBourg,Frais médicaux,False,3,suspicieux,0,False,False
353,22,99,santé,Aurore,Imbert,Chauffeur,04 76 75 10 70,augustinberger@example.com,"98, chemin Roland Gomez",dégât des eaux,2025-05-11,11:33,Martineau-la-Forêt,Collision à Chauvet-sur-Fischer,Frais médicaux,True,0,suspicieux,0,False,True
354,30,46,automobile,Joseph,Dufour,Chauffeur,0169253518,rgilles@example.com,chemin de Martin,dégât des eaux,2024-12-03,15:55,Diasdan,Collision à Louis-la-Forêt,Murs et sol endommagés,True,1,suspicieux,0,False,False
355,31,56,habitation,Xavier,Barthelemy,Chauffeur,0367374132,anaislecomte@example.com,"26, chemin Alice Diaz",vol,2024-09-12,08:17,Lacroix,Vol d’objets à Benard-la-Forêt,Pare-chocs endommagé,True,2,suspicieux,0,True,False
356,9,97,automobile,Emmanuel,Maillard,Médecin,+33 (0)6 13 05 99 21,paul21@example.com,"25, avenue de Fernandez",incendie,2025-05-17,23:52,Saint Eugène,Maladie grave diagnostiquée,Dommages divers,True,2,suspicieux,0,False,True
357,15,32,transport,Laurent,Fournier,Commerçant,+33 3 76 71 70 96,alvesleon@example.com,"903, rue de Le Goff",dégât des eaux,2024-07-22,22:10,Thierryboeuf,Incendie dans une maison à Lacombe,Mobilier brûlé,False,3,suspicieux,0,False,False
358,12,13,responsabilité civile,Alice,Fouquet,Ingénieur,0559972967,xgirard@example.net,rue William Moreau,dégât des eaux,2024-08-27,04:59,Noël,Inondation à Girard,Bijoux volés,True,2,suspicieux,0,False,False
359,50,78,professionnelle,Isabelle,Carlier,Commerçant,+33 3 88 24 86 86,lemaitreadrien@example.com,"42, rue de Pineau",maladie,2024-07-09,21:38,Saint Olivier,Vol d’objets à Sanchez,Murs et sol endommagés,False,0,suspicieux,0,False,False
360,2,39,automobile,David,Bertin,Médecin,0148421107,ojoubert@example.com,"64, rue de Leroux",incendie,2025-06-04,22:53,Turpin,Incendie dans une maison à Garcia,Mobilier brûlé,True,2,suspicieux,0,False,False
361,7,35,responsabilité civile,Madeleine,Boyer,Commerçant,+33 (0)6 33 22 46 54,laurentdaniel@example.net,"45, rue Guillon",maladie,2025-03-06,19:19,Didier-sur-Carre,Vol d’objets à Perrin-sur-Mer,Bijoux volés,True,2,suspicieux,0,False,False
362,41,16,responsabilité civile,Jacqueline,Bernier,Médecin,+33 (0)7 88 58 80 46,margot18@example.com,boulevard Laurent Vallée,maladie,2024-07-06,01:02,Dupré-sur-Lenoir,Incendie dans une maison à Germain-sur-Rodrigues,Bijoux volés,False,2,suspicieux,0,False,False
363,50,58,santé,Julien,Martel,Chauffeur,0386935441,allardfrederic@example.net,"4, boulevard Pierre Mercier",dégât des eaux,2025-05-11,16:44,Navarro-sur-Lemoine,Incendie dans une maison à Dupréboeuf,Bijoux volés,True,2,suspicieux,0,False,False
364,19,27,voyage,Christophe,Menard,Commerçant,+33 3 90 36 91 49,rleroux@example.net,boulevard Cécile Chauveau,incendie,2025-02-18,03:18,Sainte LaetitiaBourg,Collision à Hardy,Frais médicaux,True,2,suspicieux,0,False,False
365,16,26,automobile,Alix,Blondel,Enseignant,+33 (0)4 90 04 25 07,claudinedeschamps@example.net,"17, rue Morvan",vol,2024-08-15,21:52,Saint Martine,Incendie dans une maison à Dias,Pare-chocs endommagé,False,0,suspicieux,0,True,False
366,36,23,habitation,Emmanuelle,Thierry,Chauffeur,02 47 48 99 71,udevaux@example.net,"36, rue de Bertrand",dégât des eaux,2025-03-04,06:26,Legendre,Incident non précisé,Dommages divers,True,0,suspicieux,0,True,False
367,50,77,professionnelle,Sophie,Sauvage,Enseignant,0411294741,margot77@example.net,"95, rue Roger",maladie,2024-11-25,13:36,Cousin-sur-Thibault,Inondation à Saint Grégoire-la-Forêt,Pare-chocs endommagé,False,0,suspicieux,0,False,False
368,17,9,automobile,Audrey,Sanchez,Enseignant,06 36 39 55 32,ycohen@example.net,"93, rue Chevallier",accident,2025-06-13,20:14,BègueBourg,Vol d’objets à Ruiz-sur-Jacob,Bijoux volés,True,1,valide,1694,True,False
369,28,58,voyage,Margot,Hamon,Enseignant,0632230807,dominique93@example.org,"55, avenue Sophie Bertin",maladie,2025-04-05,18:18,Blot,Maladie grave diagnostiquée,Bijoux volés,True,2,valide,3781,True,False
370,10,14,responsabilité civile,Marguerite,Étienne,Médecin,0158318397,vincentguillon@example.net,"12, rue de Gosselin",accident,2025-04-11,10:32,Gaillard-la-Forêt,Vol d’objets à Sainte Richardnec,Murs et sol endommagés,False,2,valide,1853,True,False
371,24,2,transport,Édith,Henry,Chauffeur,+33 (0)6 11 09 75 95,abouvet@example.org,"3, rue Petitjean",incendie,2025-01-04,13:10,Perrin,Vol d’objets à Sainte Julien-sur-Mer,Mobilier brûlé,True,0,suspicieux,0,False,False
372,6,21,habitation,Alix,Mace,Enseignant,+33 4 63 95 31 84,vguyon@example.net,"514, chemin Anouk Ledoux",maladie,2024-08-13,16:24,Sainte Margauddan,Inondation à Saint Philippine-la-Forêt,Mobilier brûlé,True,0,suspicieux,0,False,True
373,45,71,professionnelle,Renée,Mary,Enseignant,+33 5 24 12 18 38,michelealbert@example.com,"1, avenue de Guibert",vol,2025-01-31,17:27,Nicolas,Incident non précisé,Dommages divers,False,1,suspicieux,0,False,False
374,50,12,professionnelle,Léon,Pons,Chauffeur,0420545916,anoel@example.net,"764, chemin Andrée Leclercq",dégât des eaux,2024-09-03,01:01,Ribeiro-sur-Maillard,Collision à Costa,Frais médicaux,True,3,suspicieux,0,False,False
375,10,6,voyage,Sophie,Jacques,Enseignant,+33 (0)4 13 45 95 85,christellejacquet@example.net,"166, chemin de Muller",maladie,2024-07-12,12:56,Le Gallnec,Inondation à Barbe,Bijoux volés,True,2,valide,2460,True,False
376,14,43,santé,Colette,Salmon,Ingénieur,05 86 47 72 30,perretstephanie@example.net,boulevard Andrée Lefort,incendie,2025-05-01,14:23,Léger,Incendie dans une maison à Sainte Émilie,Bijoux volés,False,2,suspicieux,0,False,False
377,15,49,transport,Christelle,Monnier,Chauffeur,+33 (0)1 70 08 68 04,thierryperez@example.org,boulevard Alphonse Lenoir,dégât des eaux,2024-06-22,15:54,Saint Nath,Inondation à Charpentierboeuf,Bijoux volés,False,1,suspicieux,0,False,False
378,41,35,professionnelle,Claude,Samson,Médecin,+33 (0)4 90 07 18 86,olivier60@example.org,"97, rue de Masson",vol,2025-02-25,11:18,Camusboeuf,Inondation à Fernandes,Bijoux volés,False,2,suspicieux,0,False,True
379,25,76,automobile,Théophile,Boulay,Ingénieur,+33 3 59 69 28 84,antoine14@example.net,"69, rue Boutin",accident,2025-03-02,12:43,Toussaint-sur-Mer,Incendie dans une maison à Legrand,Frais médicaux,False,2,valide,2768,True,False
380,21,72,transport,Joseph,Hernandez,Enseignant,05 47 21 83 11,paul14@example.com,boulevard Delorme,incendie,2024-09-29,10:19,Sainte Suzannenec,Maladie grave diagnostiquée,Pare-chocs endommagé,False,3,suspicieux,0,False,False
381,8,64,automobile,Manon,Jacquot,Enseignant,+33 2 28 74 56 11,mathilde27@example.com,avenue de David,vol,2024-10-19,14:31,Didier-sur-Mer,Incident non précisé,Dommages divers,False,0,suspicieux,0,True,False
382,20,43,automobile,Éléonore,Carre,Chauffeur,+33 3 75 50 24 90,georgesjacquot@example.org,"57, chemin de Pinto",vol,2024-09-13,16:20,Sainte Denise,Vol d’objets à Saint Alicenec,Murs et sol endommagés,True,3,valide,4190,True,False
383,21,50,santé,Simone,Jourdan,Commerçant,04 66 70 33 42,lmarion@example.org,"84, chemin Madeleine Dos Santos",incendie,2025-02-09,13:18,Laine,Vol d’objets à Saint Henri-la-Forêt,Frais médicaux,True,1,suspicieux,0,False,True
384,38,63,santé,Richard,Pasquier,Médecin,06 38 14 14 78,claudedelahaye@example.org,chemin Alexandria De Sousa,incendie,2024-10-04,22:34,Sainte Simoneboeuf,Vol d’objets à Masse,Pare-chocs endommagé,False,2,suspicieux,0,False,False
385,14,95,transport,Christelle,Lebon,Chauffeur,0231889536,qperrin@example.com,"74, chemin de Hamon",maladie,2024-12-15,04:02,Blanchard,Collision à Collet-la-Forêt,Bijoux volés,True,0,suspicieux,0,False,False
386,50,2,voyage,Brigitte,Blanchard,Ingénieur,04 73 46 99 65,lucedelattre@example.org,rue Bazin,incendie,2025-03-26,17:47,Leroux,Incident non précisé,Dommages divers,True,3,suspicieux,0,False,False
387,8,11,transport,Astrid,Dumont,Enseignant,+33 7 87 73 98 42,wagnerarthur@example.com,"93, avenue de Leconte",vol,2025-06-21,20:31,Sainte Zoé-les-Bains,Inondation à Jourdan,Bijoux volés,False,2,valide,1303,True,False
388,12,12,transport,Anastasie,Lacombe,Commerçant,+33 4 30 06 60 14,sebastien16@example.org,"9, rue Danielle Hervé",dégât des eaux,2024-08-27,19:08,Noël,Inondation à Girard,Murs et sol endommagés,False,3,suspicieux,0,False,True
389,7,44,transport,Théophile,Le Roux,Enseignant,+33 2 53 41 87 10,victoire82@example.com,"70, boulevard Tristan Rivière",maladie,2024-08-31,13:08,LemaireBourg,Collision à PetitVille,Mobilier brûlé,False,2,suspicieux,0,False,False
390,38,94,habitation,Christophe,Bodin,Chauffeur,+33 3 75 04 87 70,wdos-santos@example.org,"74, rue Merle",incendie,2025-04-25,22:03,Hubert,Vol d’objets à LévyVille,Mobilier brûlé,False,0,suspicieux,0,True,False
391,48,61,professionnelle,Nicolas,Chevallier,Enseignant,0631098476,aime04@example.org,"304, rue Noémi Carpentier",accident,2024-10-30,23:26,Berthelot,Inondation à Moulin,Pare-chocs endommagé,False,0,suspicieux,0,False,False
392,7,21,transport,David,Meunier,Enseignant,+33 4 38 59 44 67,mariecollin@example.com,"14, chemin de Wagner",dégât des eaux,2025-05-26,11:53,Masson-sur-Gaudin,Incendie dans une maison à Boyer,Pare-chocs endommagé,False,0,suspicieux,0,False,False
393,6,61,voyage,Léon,Perrin,Chauffeur,+33 (0)2 61 00 06 57,margot50@example.org,"5, chemin de Andre",vol,2025-03-19,07:31,LoiseauVille,Incident non précisé,Dommages divers,True,1,suspicieux,0,False,False
394,19,1,responsabilité civile,Laurence,Blondel,Enseignant,+33 4 83 25 07 08,follivier@example.com,rue de Marchand,dégât des eaux,2024-12-04,19:58,Delannoy,Vol d’objets à Garciaboeuf,Mobilier brûlé,False,3,suspicieux,0,False,False
395,23,94,transport,Paul,Robin,Ingénieur,+33 5 87 57 99 19,remyperon@example.org,"20, boulevard Hoarau",accident,2024-09-20,14:26,Merle,Incendie dans une maison à Mary,Pare-chocs endommagé,True,2,suspicieux,0,False,False
396,47,73,habitation,Caroline,Mercier,Ingénieur,+33 3 51 42 89 17,mariecaroline@example.com,"98, avenue Pereira",vol,2024-07-09,19:27,Sainte Moniqueboeuf,Incident non précisé,Dommages divers,False,2,suspicieux,0,True,False
397,8,40,transport,Nicole,Perez,Ingénieur,+33 5 65 78 04 89,thomasrossi@example.org,"69, avenue de Rousset",vol,2025-03-30,22:10,Sainte Bernadettenec,Maladie grave diagnostiquée,Pare-chocs endommagé,False,0,suspicieux,0,True,False
398,11,35,responsabilité civile,Daniel,Launay,Chauffeur,0777060198,denisruiz@example.com,"3, rue Petit",accident,2025-06-13,05:57,Blot,Maladie grave diagnostiquée,Pare-chocs endommagé,False,3,suspicieux,0,True,False
399,21,75,voyage,François,Delahaye,Ingénieur,+33 (0)6 95 58 55 14,auguste44@example.org,"351, rue de Morvan",accident,2025-05-26,00:35,Bouvet,Maladie grave diagnostiquée,Bijoux volés,False,2,suspicieux,0,False,False
400,12,30,transport,Thérèse,Georges,Ingénieur,0488302048,jeanne99@example.org,"51, rue de Bertin",accident,2024-09-02,16:30,Carpentier,Incendie dans une maison à Evrard-la-Forêt,Mobilier brûlé,True,2,suspicieux,0,False,False
401,14,47,professionnelle,Josette,Le Goff,Commerçant,0370925129,chretienleon@example.net,chemin Isabelle Bonnet,vol,2024-09-04,03:32,JacobVille,Inondation à Sainte ChristopheVille,Pare-chocs endommagé,True,1,suspicieux,0,False,False
402,44,2,santé,Christelle,Pereira,Médecin,0632971435,marianne58@example.com,"28, avenue Alphonse Nicolas",dégât des eaux,2025-05-03,18:12,Charpentier-la-Forêt,Maladie grave diagnostiquée,Frais médicaux,False,2,suspicieux,0,False,False
403,14,51,santé,Benoît,Hoarau,Enseignant,0380744347,bernadetteduhamel@example.com,avenue Luc Brun,dégât des eaux,2025-03-23,03:31,Le Goff,Incendie dans une maison à PerretBourg,Frais médicaux,False,3,suspicieux,0,False,False
404,34,73,transport,Gabriel,Riou,Ingénieur,+33 (0)4 92 63 55 95,svalette@example.com,"185, rue de Delmas",dégât des eaux,2024-12-18,08:37,Louis,Collision à Mathieu-la-Forêt,Murs et sol endommagés,False,3,suspicieux,0,False,False
405,8,65,habitation,Thibault,Lemonnier,Médecin,+33 1 41 11 32 75,barbexavier@example.org,"75, boulevard Étienne Verdier",vol,2025-02-20,23:16,Valentin,Collision à Blanchetnec,Pare-chocs endommagé,False,3,valide,2045,True,False
406,16,11,responsabilité civile,Océane,Boucher,Médecin,+33 (0)1 64 85 02 10,zacharie45@example.net,"642, boulevard Christine Monnier",incendie,2024-08-31,06:59,Pasquier,Incendie dans une maison à Charpentier-les-Bains,Murs et sol endommagés,False,1,suspicieux,0,False,False
407,22,40,voyage,Odette,Da Silva,Enseignant,+33 (0)3 59 46 96 50,bchretien@example.org,"93, chemin Gautier",maladie,2025-06-15,22:13,Charrier-sur-Boulanger,Maladie grave diagnostiquée,Bijoux volés,True,2,valide,2586,True,False
408,9,78,voyage,Hélène,Laroche,Commerçant,+33 (0)2 36 88 20 55,bbriand@example.org,rue Jacquot,vol,2025-04-24,22:22,Saint Gilles,Maladie grave diagnostiquée,Mobilier brûlé,False,0,suspicieux,0,False,False
409,50,13,professionnelle,Jules,Le Gall,Médecin,+33 5 16 39 51 53,wbenoit@example.org,"6, avenue de Royer",dégât des eaux,2024-10-24,03:33,Pasquier,Maladie grave diagnostiquée,Bijoux volés,True,3,suspicieux,0,False,False
410,32,79,responsabilité civile,Emmanuelle,Gérard,Chauffeur,0481411285,aurelierodriguez@example.net,"64, chemin Valentin",accident,2024-10-04,04:28,Barre,Collision à Peltierdan,Pare-chocs endommagé,False,2,valide,4584,True,False
411,40,80,voyage,Audrey,Brun,Commerçant,0365806046,josephcordier@example.net,"848, boulevard Christiane Aubert",incendie,2024-09-25,01:48,Paul-sur-David,Inondation à Saint Bernadetteboeuf,Murs et sol endommagés,True,3,suspicieux,0,False,True
412,21,36,voyage,Andrée,Gimenez,Enseignant,+33 (0)6 30 03 39 35,fvaillant@example.net,"66, avenue Thomas",maladie,2024-07-05,19:30,Fernandes-la-Forêt,Incendie dans une maison à Deschamps,Frais médicaux,False,3,valide,6138,True,False
413,16,16,transport,Alfred,Gilbert,Enseignant,02 52 16 11 47,jeanne62@example.net,chemin Olivier Pages,accident,2025-05-09,07:07,Becker-sur-Denis,Maladie grave diagnostiquée,Bijoux volés,True,1,suspicieux,0,False,False
414,8,24,santé,Franck,Chauvet,Médecin,+33 (0)2 22 62 73 52,pasquierlaure@example.net,"4, avenue Emmanuelle Étienne",vol,2024-11-15,12:33,Pages,Incendie dans une maison à Pottier-sur-Pelletier,Murs et sol endommagés,False,0,suspicieux,0,False,False
415,49,71,responsabilité civile,Marcel,Maillet,Enseignant,0586306680,mullermathilde@example.net,"98, rue de Joseph",maladie,2025-05-23,16:36,Guyon,Incendie dans une maison à Danielnec,Murs et sol endommagés,False,2,suspicieux,0,False,False
416,37,7,habitation,Alex,Simon,Commerçant,+33 5 67 06 44 85,madeleine78@example.com,"38, avenue de Meyer",vol,2025-02-12,04:00,Barbe,Incendie dans une maison à Pons-sur-Mer,Murs et sol endommagés,True,0,suspicieux,0,True,False
417,28,94,responsabilité civile,Noël,Millet,Commerçant,+33 (0)6 34 53 37 11,apoirier@example.org,"23, boulevard Matthieu Barre",vol,2025-05-14,10:47,Baudry,Incident non précisé,Dommages divers,False,0,suspicieux,0,False,False
418,8,79,professionnelle,Margaud,Bigot,Enseignant,05 18 26 47 95,alice63@example.net,"71, chemin de Texier",vol,2025-05-21,13:15,Paris,Incendie dans une maison à Pons,Pare-chocs endommagé,True,1,suspicieux,0,False,False
419,39,6,responsabilité civile,Nathalie,Marchal,Enseignant,+33 5 90 80 69 82,editholivier@example.com,rue de Lopes,maladie,2024-12-31,17:59,Moreno-sur-Lelièvre,Vol d’objets à David-sur-Mer,Bijoux volés,False,1,suspicieux,0,False,False
420,19,44,santé,Noémi,Morin,Chauffeur,0426629804,pereiraluce@example.com,"24, rue Christiane Delannoy",dégât des eaux,2024-08-30,22:20,Lacroix,Maladie grave diagnostiquée,Frais médicaux,True,3,suspicieux,0,False,False
421,22,63,santé,Luc,Lagarde,Ingénieur,0499064579,barbealphonse@example.org,"35, chemin Aurélie Garnier",accident,2024-11-25,08:57,Renaud,Vol d’objets à Chauvin-sur-Meunier,Pare-chocs endommagé,False,0,suspicieux,0,False,False
422,47,83,voyage,Diane,Pineau,Ingénieur,0563233439,martincaroline@example.net,avenue Grenier,maladie,2024-07-22,12:27,Bousquet-sur-Cordier,Maladie grave diagnostiquée,Bijoux volés,False,0,suspicieux,0,True,False
423,34,12,habitation,Jacques,Maillet,Chauffeur,+33 (0)4 57 46 80 95,fthierry@example.net,"262, rue Lucas Guillou",accident,2025-01-09,10:30,Dupuis,Incendie dans une maison à Jourdan,Pare-chocs endommagé,True,3,suspicieux,0,False,False
424,37,88,habitation,Luce,Marchal,Commerçant,+33 (0)3 70 17 32 33,huguesdescamps@example.com,"90, avenue Maggie Denis",maladie,2025-05-14,13:40,BoyerBourg,Incendie dans une maison à Ledoux-sur-Bernier,Pare-chocs endommagé,True,3,suspicieux,0,False,False
425,45,83,voyage,Émile,Julien,Chauffeur,01 88 14 52 88,henriettecolas@example.org,"911, rue Alexandria Ruiz",dégât des eaux,2024-08-25,07:39,Torresboeuf,Collision à Sainte Éléonoredan,Pare-chocs endommagé,True,0,suspicieux,0,False,False
426,22,86,professionnelle,Catherine,Fontaine,Ingénieur,+33 (0)4 79 36 11 85,yguyot@example.com,"63, boulevard Matthieu Wagner",dégât des eaux,2025-06-18,23:09,Andre,Vol d’objets à Le Roux,Murs et sol endommagés,True,0,suspicieux,0,False,False
427,13,23,voyage,Alexandria,Bourdon,Ingénieur,+33 1 60 92 87 55,fduhamel@example.org,"1, rue de Evrard",vol,2024-07-16,01:53,Fabre,Incendie dans une maison à JeanBourg,Bijoux volés,False,3,suspicieux,0,False,False
428,38,79,voyage,Marthe,Laine,Médecin,+33 (0)4 74 29 65 54,augustin72@example.net,"37, chemin Manon Maréchal",maladie,2024-09-26,17:29,Saint Édouard-la-Forêt,Inondation à Milletdan,Frais médicaux,False,2,valide,2258,True,False
429,6,36,professionnelle,Louise,Lévy,Ingénieur,0582874182,frederiquefernandez@example.com,"80, chemin de Boucher",vol,2024-11-17,03:39,FleuryBourg,Collision à Martin,Murs et sol endommagés,True,3,suspicieux,0,False,False
430,20,77,transport,Élise,Boulanger,Médecin,+33 (0)5 54 63 01 04,virginiebarbier@example.net,"73, rue de Bousquet",accident,2025-01-23,01:11,Antoine,Inondation à Saint Olivierboeuf,Pare-chocs endommagé,False,3,suspicieux,0,False,True
431,41,74,santé,Léon,Le Gall,Ingénieur,02 21 25 96 01,aurelie65@example.net,"157, boulevard de Maurice",dégât des eaux,2025-01-21,09:58,Morin,Incendie dans une maison à Hubert-sur-Mer,Mobilier brûlé,False,3,suspicieux,0,False,False
432,4,89,responsabilité civile,Alexandrie,Bousquet,Enseignant,+33 6 37 84 14 67,njoubert@example.org,"436, rue Georges Faivre",dégât des eaux,2024-11-01,16:29,Grenier,Incident non précisé,Dommages divers,False,0,suspicieux,0,False,False
433,18,58,professionnelle,Astrid,Vidal,Chauffeur,+33 (0)3 44 02 07 85,tcarpentier@example.org,"87, rue Benjamin Leroux",accident,2024-12-16,13:55,Camus-sur-Mer,Maladie grave diagnostiquée,Mobilier brûlé,False,2,suspicieux,0,False,False
434,47,60,professionnelle,Pierre,Munoz,Enseignant,01 34 63 60 48,chantal26@example.com,boulevard Evrard,accident,2025-06-13,15:36,Perrin-sur-Mer,Vol d’objets à Sainte Benjamin-les-Bains,Pare-chocs endommagé,True,3,suspicieux,0,False,False
435,41,75,automobile,Stéphane,Carpentier,Chauffeur,+33 2 51 13 77 98,gerard44@example.org,"36, rue Marie",maladie,2025-06-10,08:02,Saint Valérie-sur-Mer,Maladie grave diagnostiquée,Pare-chocs endommagé,True,3,suspicieux,0,False,False
436,14,43,professionnelle,Margot,Raymond,Ingénieur,+33 3 55 10 77 52,luc54@example.com,"8, boulevard Chantal Pons",vol,2024-08-01,11:39,Moreau,Inondation à Brunel-les-Bains,Murs et sol endommagés,True,3,suspicieux,0,False,False
437,27,66,santé,Alex,Da Silva,Commerçant,03 29 04 22 91,penelopeclement@example.net,avenue Pierre Perez,vol,2025-01-31,06:02,Saint Anne,Incident non précisé,Dommages divers,False,1,suspicieux,0,False,False
438,28,31,professionnelle,Alice,Pruvost,Ingénieur,0549307241,david38@example.org,"429, rue Inès Bernard",accident,2025-04-05,17:23,Blot,Maladie grave diagnostiquée,Murs et sol endommagés,True,1,suspicieux,0,False,True
439,37,2,habitation,Claire,Boyer,Commerçant,05 65 73 39 73,qvalette@example.org,"22, avenue Anouk Rodriguez",dégât des eaux,2024-11-24,18:37,GuilletVille,Inondation à Meunier,Bijoux volés,True,1,suspicieux,0,True,True
440,6,54,voyage,Danielle,Normand,Chauffeur,+33 (0)6 38 41 98 32,le-rouxcharles@example.com,"45, chemin Ferrand",vol,2025-06-15,13:45,Peron-sur-Masse,Incident non précisé,Dommages divers,True,3,suspicieux,0,False,False
441,40,43,voyage,Laure,Vallée,Enseignant,+33 (0)2 62 32 54 14,smunoz@example.net,"8, rue Fleury",dégât des eaux,2024-11-06,06:54,Sainte Olivie-les-Bains,Inondation à Le Rouxdan,Murs et sol endommagés,True,0,suspicieux,0,False,False
442,25,36,professionnelle,Roland,Perret,Chauffeur,03 51 73 96 26,cpetit@example.net,"26, rue de Evrard",incendie,2025-06-15,08:16,Sainte ValérieBourg,Vol d’objets à Boucher,Mobilier brûlé,True,2,suspicieux,0,False,False
443,20,6,responsabilité civile,Marine,Pinto,Chauffeur,01 73 25 06 47,rouxpaulette@example.com,"73, rue Lacombe",dégât des eaux,2025-04-12,17:29,Michel-sur-Mace,Maladie grave diagnostiquée,Frais médicaux,True,1,suspicieux,0,False,False
444,24,6,voyage,Corinne,Lagarde,Chauffeur,+33 (0)1 58 40 79 39,constancelanglois@example.com,"2, rue Cordier",incendie,2025-04-21,06:03,Sainte Matthieu,Maladie grave diagnostiquée,Pare-chocs endommagé,True,1,suspicieux,0,False,False
445,46,64,automobile,Lucie,Leclercq,Médecin,+33 (0)4 74 65 69 06,brigitte63@example.com,chemin Noël Parent,accident,2024-07-09,00:18,Cohen,Vol d’objets à Richard-la-Forêt,Pare-chocs endommagé,True,0,suspicieux,0,True,True
446,40,28,voyage,Odette,Delaunay,Médecin,0379849467,dianeweber@example.net,"7, rue Garcia",accident,2025-02-23,18:25,Chevallier-sur-Menard,Incident non précisé,Dommages divers,True,2,suspicieux,0,False,False
447,10,63,santé,Brigitte,Gomes,Enseignant,02 37 35 99 87,capucinegirard@example.net,"8, chemin de Diallo",incendie,2024-09-01,08:26,Leleu,Maladie grave diagnostiquée,Pare-chocs endommagé,True,0,suspicieux,0,False,False
448,25,54,automobile,Océane,Ledoux,Ingénieur,0491424811,kmallet@example.org,"52, chemin Charlotte Robert",vol,2025-02-28,00:49,Malletdan,Inondation à Leduc-sur-Ramos,Mobilier brûlé,True,2,valide,1858,True,False
449,12,77,habitation,Charles,Delannoy,Ingénieur,+33 2 76 37 38 75,duhamelpatricia@example.com,"49, chemin de Roger",dégât des eaux,2024-10-19,03:31,Sainte Audrey-sur-Mer,Incident non précisé,Dommages divers,True,0,suspicieux,0,True,False
450,48,48,voyage,Agnès,Leduc,Chauffeur,+33 5 47 87 85 51,noemileroux@example.org,"33, chemin de Perez",vol,2025-05-09,01:55,Guibert,Incendie dans une maison à Grégoire,Murs et sol endommagés,False,1,suspicieux,0,False,False
451,34,20,transport,Xavier,Foucher,Chauffeur,+33 (0)2 51 69 07 73,lcharrier@example.com,"67, chemin Jacques Leconte",maladie,2024-08-18,12:05,Godard,Incendie dans une maison à Allard-sur-Mer,Pare-chocs endommagé,False,3,suspicieux,0,False,False
